Uniprot	Pref_Name	Gene ID	Target_Class	Organism	Near_Neighbor_ChEMBLID	Near_Neighbor_Smiles	Near_Neighbor_Bioactive_organism	Near_Neighbor_conf_score	NN_activity	NN_Units	Input_Compound	Similarity
P09238	Matrix metalloproteinase 10	4319	Protease	Homo sapiens	CHEMBL3950850	O=C(NCc1cccc(N2CCN(C(=O)Cc3c[nH]cn3)CC2)c1)c1nc2ccccc2c(=O)[nH]1	Homo sapiens	9	6.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201834862385
O00459	PI3-kinase class I	5296	Other	Homo sapiens	CHEMBL3683502	CN1CCN(Cc2ccc(-n3nc(C(=O)N4CCOCC4)c4c3-c3ccccc3S(=O)(=O)C4)cn2)CC1	Homo sapiens	5	6.47	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201834862385
P62942	FK506-binding protein 1A	2280	Isomerases	Homo sapiens	CHEMBL2205015	COc1cc(C(F)(F)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2ccccc2)CCCc2cccnc2)cc(OC)c1OC	Homo sapiens	9	7.72	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201754385965
P00751	Complement factor B	629	Protease	Homo sapiens	CHEMBL4114217	CCN[C@H](CC(=O)N1CCN(c2nc(N)c3cc(OC)c(OC)c(F)c3n2)CC1)c1ccc(C#N)cc1	Homo sapiens	9	9.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201754385965
Q9UPY5	Cystine/glutamate transporter	23657	Transporter	Homo sapiens	CHEMBL3629580	CC(C)Oc1ccc(C(=O)CN2CCN(C)CC2)cc1-n1c(CN2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O	Homo sapiens	9	6.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201680672269
Q9Y2R2	Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP	26191	Phosphatase	Homo sapiens	CHEMBL1580263	COc1ccc(NC(=O)CN2C(=O)/C(=C3\\SC(=S)N(CCC(=O)O)C3=O)c3ccccc32)cc1	Homo sapiens	9	5.21	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q9BV23	Monoacylglycerol lipase ABHD6	57406	Hydrolases	Homo sapiens	CHEMBL3613668	COc1nn(Cc2cccc(C(F)(F)F)c2)c(=O)o1	Homo sapiens	9	6.06	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q9BSW2	EF-hand calcium-binding domain-containing protein 4B	84766	Transporter	Homo sapiens	CHEMBL3666850	O=C(Cc1ccccn1)Nc1ccc(-n2nc(C(F)(F)F)cc2C2CC2)cc1	Homo sapiens	8	6.22	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q9BPW0	Serine/threonine-protein phosphatase			Homo sapiens	CHEMBL1429411	COc1ccc(NC(=O)C2C3CCC(O3)C2C(=O)O)c(OC)c1	Homo sapiens	9	5.32	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q6PCB7	Long-chain fatty acid transport protein 1	376497	Transporter	Homo sapiens	CHEMBL2377765	O=C(CN1CCN(c2ccc(F)cc2)CC1)Nc1nc2ccccc2s1	Homo sapiens	9	6.31	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q3SYC2	2-acylglycerol O-acyltransferase 2	80168	Transferases	Homo sapiens	CHEMBL3134101	CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3OC)cc(Cl)c2NC1=O	Homo sapiens	9	8.15	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q16678	Cytochrome P450 1B1	1545	Oxidoreductases	Homo sapiens	CHEMBL3422258	COc1ccc(OC)c2c1c(OC)cc1c(=O)cc(-c3ccccc3F)oc12	Homo sapiens	9	9.7	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q14397	Glucokinase regulatory protein	2646	Other	Homo sapiens	CHEMBL3578070	CC(O)(c1ccc(N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)cc1)C(F)(F)F	Homo sapiens	5	6.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
Q13490	Baculoviral IAP repeat-containing protein 2	329	Other	Homo sapiens	CHEMBL1950852	CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2OC)C1)C(C)(C)C	Homo sapiens	8	7.3	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P51575	P2X purinoceptor 1	5023	Ion_Channel	Homo sapiens	CHEMBL3104636	CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12	Homo sapiens	9	5.8	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P49281	Natural resistance-associated macrophage protein 2	4891	Transporter	Homo sapiens	CHEMBL3145278	COc1ccc(NC(=O)c2c(C)[nH]n(-c3ccccn3)c2=O)cc1F	Homo sapiens	9	6.58	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P48449	Lanosterol synthase	4047	Isomerases	Homo sapiens	CHEMBL484125	CN1CCN(c2ccc(CN3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)cc2)CC1	Homo sapiens	8	8.22	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P48167	Glycine receptor (alpha-1/beta)	2743	Ion_Channel	Homo sapiens	CHEMBL4291111	COc1ccccc1NC1CN(S(=O)(=O)c2ccc3c(c2)OCO3)C1	Homo sapiens	7	5.27	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P48058	Glutamate receptor ionotropic, AMPA 4	2893	Ion_Channel	Homo sapiens	CHEMBL215013	CCc1c(C#N)c(-c2ccc(-c3ccccc3OC)cc2)c(C(=O)O)n1C	Homo sapiens	9	6.41	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P47871	Glucagon receptor	2642	GPCR	Homo sapiens	CHEMBL3675842	COc1cc(NCc2ccc(Cl)cc2-c2ccc(C(=O)NCCC(=O)O)nc2)ccc1-c1ccc(C(F)(F)F)cc1	Homo sapiens	8	7.31	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P39900	Matrix metalloproteinase 12	4321	Protease	Homo sapiens	CHEMBL1935282	CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCN(C)CC3)cc12)C(=O)O	Homo sapiens	9	7.75	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P31213	Steroid 5-alpha-reductase 2	6716	Oxidoreductases	Homo sapiens	CHEMBL36772	COc1cc2cc(C(=O)O)n(C)c2cc1OCc1ccccc1	Homo sapiens	8	8.0	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P29474	Nitric-oxide synthase, endothelial	4846	Oxidoreductases	Homo sapiens	CHEMBL290875	CN1CCN(CCOc2ccc(-c3cccc(N)n3)c3c2CCC3)CC1	Homo sapiens	8	5.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P28907	Lymphocyte differentiation antigen CD38	952	Hydrolases	Homo sapiens	CHEMBL3426060	CO[C@H]1CC[C@H](Nc2nc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1	Homo sapiens	9	7.28	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P18405	Steroid 5-alpha-reductase 1	6715	Oxidoreductases	Homo sapiens	CHEMBL36772	COc1cc2cc(C(=O)O)n(C)c2cc1OCc1ccccc1	Homo sapiens	8	6.3	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P15090	Fatty acid binding protein adipocyte	2167	Transporter	Homo sapiens	CHEMBL3813892	COc1cnccc1-c1c(-c2ccccc2)n(CCC(=O)O)c2ccc(C3CC3)cc12	Homo sapiens	9	7.0	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P14625	Endoplasmin	7184	Other	Homo sapiens	CHEMBL3805121	COC(=O)c1c(O)cc(O)c(Cl)c1CCc1nccn1Cc1ccccc1OC	Homo sapiens	9	5.89	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P11387	DNA topoisomerase I	7150	Isomerases	Homo sapiens	CHEMBL1243136	COc1ccc2c(c1)/C(=N\\OCCN1CCCC1)c1c-2cnc2ccccc12	Homo sapiens	9	5.09	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P09917	Arachidonate 5-lipoxygenase	240	Oxidoreductases	Homo sapiens	CHEMBL518103	COc1cc(/C=C2\\CCn3c2nc2ccccc2c3=O)cc(OC)c1O	Homo sapiens	9	7.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P04798	Cytochrome P450 1A1	1543	Oxidoreductases	Homo sapiens	CHEMBL4294195	COc1ccc2c(c1OC)C(OC)N(C)c1c-2ccc2cc3c(cc12)OCO3	Homo sapiens	9	5.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P02708	Acetylcholine receptor; alpha1/beta1/delta/gamma	1134	Ion_Channel	Homo sapiens	CHEMBL2022495	COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1	Homo sapiens	8	5.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P00749	Urokinase-type plasminogen activator	5328	Protease	Homo sapiens	CHEMBL4211937	COc1ccc(-c2nc(C(=O)NC(=N)N)c(N)nc2N2CCCCCC2)c(OC)c1	Homo sapiens	9	5.66	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
O95602	DNA-directed RNA polymerase I subunit RPA1	25885	Transferases	Homo sapiens	CHEMBL3289427	CN1CCN(CCNC(=O)c2cccn3c(=O)c4cc5ccccc5cc4nc23)CC1	Homo sapiens	9	5.96	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
O95470	Sphingosine-1-phosphate lyase 1	8879	Lyases	Homo sapiens	CHEMBL3290333	C[C@@H]1CN(c2nnc(Cc3ccccc3)c3ccc(C(F)(F)F)cc23)CCN1c1ccc(C#N)cn1	Homo sapiens	9	7.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
O75311	Glycine receptor subunit alpha-3	8001	Ion_Channel	Homo sapiens	CHEMBL4291111	COc1ccccc1NC1CN(S(=O)(=O)c2ccc3c(c2)OCO3)C1	Homo sapiens	7	5.27	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
O75164	Lysine-specific demethylase 4A	9682	Oxidoreductases	Homo sapiens	CHEMBL4280613	COc1ccccc1CCn1cnc(-c2cc(C(=O)O)ccn2)c1	Homo sapiens	9	7.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
O15164	Transcription intermediary factor 1-alpha	8805	Other	Homo sapiens	CHEMBL3775559	COc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCC(=O)N3C)c(OC)c1	Homo sapiens	9	5.6	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2
P01112	Transforming protein p21/H-Ras-1	3265	Other	Homo sapiens	CHEMBL102341	COc1cc2c(cc1OCCC(=O)Nc1cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)n(C)c1)N=C[C@@H]1CCCN1C2=O	Homo sapiens	8	5.1	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.198347107438
Q8IXJ6	NAD-dependent deacetylase sirtuin 2	22933	Hydrolases	Homo sapiens	CHEMBL4072926	COc1ccccc1CNC1CCc2c(sc3ncn(Cc4ccc5ccccc5c4)c(=O)c23)C1	Homo sapiens	9	5.38	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.198198198198
P31639	Sodium/glucose cotransporter 2	6524	Transporter	Homo sapiens	CHEMBL1779203	COC(=O)c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F	Homo sapiens	9	7.24	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.198198198198
Q9H5J4	Elongation of very long chain fatty acids protein 6	79071	Transferases	Homo sapiens	CHEMBL490760	COc1ccccc1-n1[nH]c(C)c(C2(C(F)(F)F)C(=O)N(c3ccccc3)C3=C2C(=O)CC(C)(C)C3)c1=O	Homo sapiens	9	7.24	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.198113207547
Q15056	Eukaryotic translation initiation factor 4H	7458	Other	Homo sapiens	CHEMBL1422657	COc1ccc(C(CC(=O)N2CCCCC2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc1	Homo sapiens	9	5.14	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.198113207547
P13807	Muscle glycogen synthase	2997	Transferases	Homo sapiens	CHEMBL3219432	COc1cc(F)c(F)cc1-c1ccc(OCc2cccc(CN3[C@H](C(=O)O)CCS3(=O)=O)c2)cc1	Homo sapiens	9	6.92	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.198113207547
Q8N122	Regulatory-associated protein of mTOR	57521	Other	Homo sapiens	CHEMBL3586571	COCCN1C(=O)CNc2ncc(-c3ccc(-c4nc[nH]n4)nc3C)nc21	Homo sapiens	7	8.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.19801980198
P20393	Nuclear receptor subfamily 1 group D member 1	9572	NHR	Homo sapiens	CHEMBL2030081	COc1ccc(OCC2Cc3ccccc3CN2C(=O)c2cccc3ccccc23)cc1OC	Homo sapiens	8	6.48	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.19801980198
O75747	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma	5288	Kinase	Homo sapiens	CHEMBL3112866	C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1	Homo sapiens	9	5.42	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.19801980198
Q5NUL3	G-protein coupled receptor 120	338557	GPCR	Homo sapiens	CHEMBL4065447	COc1cc(CCC(=O)O)ccc1OCc1ccccc1SC(F)(F)F	Homo sapiens	9	5.7	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.197916666667
Q16236	Nuclear factor erythroid 2-related factor 2	4780	Other	Homo sapiens	CHEMBL2381968	O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O	Homo sapiens	5	5.64	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.197916666667
Q04760	Glyoxalase I	2739	Lyases	Homo sapiens	CHEMBL3220931	CS(=O)(=O)Nc1ccccc1Nc1nc(Nc2ccc(Oc3ccccc3)cc2)ncc1F	Homo sapiens	9	7.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.197916666667
P29375	Lysine-specific demethylase 5A	5927	Other	Homo sapiens	CHEMBL3793435	Oc1ccccc1/C=N/Nc1ncc(F)c(N2CCOCC2)n1	Homo sapiens	9	5.64	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.197916666667
Q6PL18	ATPase family AAA domain-containing protein 2	29028	Hydrolases	Homo sapiens	CHEMBL3586713	Cc1cc2ccnc(NC3CCN(C)CC3)c2[nH]c1=O	Homo sapiens	9	5.1	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.197802197802
Q9BXC0	G-protein coupled receptor 81	27198	GPCR	Homo sapiens	CHEMBL3718354	COc1ccccc1-n1cnc2ccc(O)nc21	Homo sapiens	9	7.85	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.197674418605
P41968	Melanocortin receptor 3	4159	GPCR	Homo sapiens	CHEMBL378046	COc1ccccc1CCNCc1cccnc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)NC(=O)CCN)CC1	Homo sapiens	9	5.3	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196581196581
P33032	Melanocortin receptor 5	4161	GPCR	Homo sapiens	CHEMBL378046	COc1ccccc1CCNCc1cccnc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)NC(=O)CCN)CC1	Homo sapiens	9	5.68	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196581196581
P06881	Calcitonin gene-related peptide 1	796	Other	Homo sapiens	CHEMBL3771361	Cc1cc(C[C@@H](NC(=O)N2CCN(c3ccccc3-c3ccccc3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12	Homo sapiens	9	6.92	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196581196581
Q9UGL1	Lysine-specific demethylase 5B	10765	Other	Homo sapiens	CHEMBL3775465	COc1cccc(CC2CCN(CCc3cnn(-c4nccc5c(=O)[nH]cnc45)c3)CC2)c1	Homo sapiens	9	7.55	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196428571429
Q8NHM5	Lysine-specific demethylase 2B	84678	Oxidoreductases	Homo sapiens	CHEMBL4292396	COc1cccc2c1C(Cn1cnc(-c3cc(-c4nn[nH]c4C(F)(F)F)ccn3)c1)CCC2	Homo sapiens	9	7.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196428571429
Q10469	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4247	Transferases	Homo sapiens	CHEMBL3907486	COc1ccccc1NC(=O)C1=C(c2ccc(C)cc2)CC(c2ccc(OCCCC(F)(F)F)cc2)(C(F)(F)F)NC1=O	Homo sapiens	8	7.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196428571429
P41229	Lysine-specific demethylase 5C	8242	Other	Homo sapiens	CHEMBL3775465	COc1cccc(CC2CCN(CCc3cnn(-c4nccc5c(=O)[nH]cnc45)c3)CC2)c1	Homo sapiens	9	7.39	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196428571429
O94953	Lysine-specific demethylase 4B	23030	Other	Homo sapiens	CHEMBL3775465	COc1cccc(CC2CCN(CCc3cnn(-c4nccc5c(=O)[nH]cnc45)c3)CC2)c1	Homo sapiens	9	6.83	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196428571429
Q6P988	Palmitoleoyl-protein carboxylesterase NOTUM	147111	Other	Homo sapiens	CHEMBL4163486	COc1ccc(N2CCN(C(=O)ON3C(=O)C4CN(Cc5ccccc5Cl)CCN4C3=O)CC2)cc1	Homo sapiens	9	6.7	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
Q14123	Phosphodiesterase 1C	5137	Hydrolases	Homo sapiens	CHEMBL192	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	Homo sapiens	5	6.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
Q12879	Glutamate NMDA receptor; GRIN1/GRIN2A	2903	Ion_Channel	Homo sapiens	CHEMBL3968067	COc1ccc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n2c1[C@@H]1C[C@H]1C#N	Homo sapiens	7	7.1	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
Q05586	Glutamate NMDA receptor; GRIN1/GRIN2A	2902	Ion_Channel	Homo sapiens	CHEMBL3968067	COc1ccc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n2c1[C@@H]1C[C@H]1C#N	Homo sapiens	7	7.1	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
Q01064	Phosphodiesterase 1B	5153	Hydrolases	Homo sapiens	CHEMBL192	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	Homo sapiens	5	6.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
P54750	Phosphodiesterase 1A	5136	Hydrolases	Homo sapiens	CHEMBL192	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	Homo sapiens	5	6.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
P49327	Fatty acid synthase	2194	Oxidoreductases|Transferases|Hydrolases|Lyases	Homo sapiens	CHEMBL3646810	COc1ccc(-c2ccc(-n3c(C[C@@H]4CCN(C(=O)C5CC5)C4)n[nH]c3=O)c(F)c2)cc1	Homo sapiens	8	7.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
P14735	Insulin-degrading enzyme	3416	Protease	Homo sapiens	CHEMBL1322645	COC(=O)C1=C(C)N(Cc2ccccc2)C(NCc2cccc(C(F)(F)F)c2)=N[C@H]1c1cccc(F)c1	Homo sapiens	8	5.01	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196261682243
Q9H1C0	Lysophosphatidic acid receptor 5	57121	GPCR	Homo sapiens	CHEMBL3985179	COc1ccccc1Oc1ccc(C(=O)N(Cc2ccc(C(=O)O)cc2)CC2CC2)nc1	Homo sapiens	8	8.1	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.196078431373
